27872234|t|Downregulation of Endothelial Transient Receptor Potential Vanilloid Type 4 Channel and Small-Conductance of Ca2+-Activated K+ Channels Underpins Impaired Endothelium-Dependent Hyperpolarization in Hypertension
27872234|a|Endothelium-dependent hyperpolarization (EDH)-mediated responses are impaired in hypertension, but the underlying mechanisms have not yet been determined. The activation of small- and intermediate-conductance of Ca(2+)-activated K(+) channels (SKCa and IKCa) underpins EDH -mediated responses. It was recently reported that Ca(2+) influx through endothelial transient receptor potential vanilloid type 4 channel (TRPV4) is a prerequisite for the activation of SKCa / IKCa in endothelial cells in specific beds. Here, we attempted to determine whether the impairment of EDH in hypertension is attributable to the dysfunction of TRPV4 and S / IKCa, using isolated superior mesenteric arteries of 20-week-old stroke-prone spontaneously hypertensive rats (SHRSP) and age-matched Wistar-Kyoto (WKY) rats. In the WKY arteries, EDH -mediated responses were reduced by a combination of SKCa / IKCa blockers (apamin plus TRAM-34; 1-[(2-chlorophenyl)diphenylmethl]-1H-pyrazole) and by the blockade of TRPV4 with the selective antagonist RN-1734 or HC-067047. In the SHRSP arteries, EDH-mediated hyperpolarization and relaxation were significantly impaired when compared with WKY. GSK1016790A, a selective TRPV4 activator, evoked robust hyperpolarization and relaxation in WKY arteries. In contrast, in SHRSP arteries, the GSK1016790A -evoked hyperpolarization was small and relaxation was absent. Hyperpolarization and relaxation to cyclohexyl-[2-(3,5-dimethyl-pyrazol-1-yl)-6-methyl-pyrimidin-4-yl]-amine, a selective SKCa activator, were marginally decreased in SHRSP arteries compared with WKY arteries. The expression of endothelial TRPV4 and SKCa protein was significantly decreased in the SHRSP mesenteric arteries compared with those of WKY, whereas function and expression of IKCa were preserved in SHRSP arteries. These findings suggest that EDH -mediated responses are impaired in superior mesenteric arteries of SHRSP because of a reduction in both TRPV4 and SKCa input to EDH.
27872234	0	14	Downregulation	T038	UMLS:C0013081
27872234	18	83	Endothelial Transient Receptor Potential Vanilloid Type 4 Channel	T103	UMLS:C1563722
27872234	88	135	Small-Conductance of Ca2+-Activated K+ Channels	T103	UMLS:C1571638
27872234	155	194	Endothelium-Dependent Hyperpolarization	T103	UMLS:C0082428
27872234	198	210	Hypertension	T038	UMLS:C0020538
27872234	211	250	Endothelium-dependent hyperpolarization	T103	UMLS:C0082428
27872234	252	255	EDH	T103	UMLS:C0082428
27872234	266	275	responses	T033	UMLS:C1704632
27872234	292	304	hypertension	T038	UMLS:C0020538
27872234	384	390	small-	T103	UMLS:C1571638
27872234	395	453	intermediate-conductance of Ca(2+)-activated K(+) channels	T103	UMLS:C1571649
27872234	455	459	SKCa	T103	UMLS:C1571638
27872234	464	468	IKCa	T103	UMLS:C1571649
27872234	480	483	EDH	T103	UMLS:C0082428
27872234	494	503	responses	T033	UMLS:C1704632
27872234	521	529	reported	T170	UMLS:C0684224
27872234	535	548	Ca(2+) influx	T038	UMLS:C3158761
27872234	557	622	endothelial transient receptor potential vanilloid type 4 channel	T103	UMLS:C1563722
27872234	624	629	TRPV4	T103	UMLS:C1563722
27872234	671	675	SKCa	T103	UMLS:C1571638
27872234	678	682	IKCa	T103	UMLS:C1571649
27872234	686	703	endothelial cells	T017	UMLS:C0225336
27872234	780	783	EDH	T103	UMLS:C0082428
27872234	787	799	hypertension	T038	UMLS:C0020538
27872234	838	843	TRPV4	T103	UMLS:C1563722
27872234	848	849	S	T103	UMLS:C1571638
27872234	852	856	IKCa	T103	UMLS:C1571649
27872234	873	901	superior mesenteric arteries	T017	UMLS:C0162861
27872234	917	961	stroke-prone spontaneously hypertensive rats	T204	UMLS:C0034705
27872234	963	968	SHRSP	T204	UMLS:C0034705
27872234	986	1009	Wistar-Kyoto (WKY) rats	T204	UMLS:C0034709
