28342789|t|Enhanced gastric stability of esomeprazole by molecular interaction and modulation of microenvironmental pH with alkalizers in solid dispersion
28342789|a|Due to the instability of esomeprazole magnesium dihydrate (EPM), a proton pump inhibitor, in gastric fluid, enteric-coated dosage form is commonly used for therapeutic application. In this study, we prepared new gastric fluid resistant solid dispersions (SDs) containing alkalizers. Then, new mechanistic evidence regarding the effects of pharmaceutical alkalizers on the aqueous stability of EPM in simulated gastric fluid was investigated. The alkalizer -loaded SD were prepared by dissolving or dispersing EPM, hydroxypropyl methylcellulose (HPMC) 6 cps, and an alkalizer, in ethanol 50% (v/v) followed by spray drying. Nine different alkalizer s were assessed for in vitro stability in two media, simulated gastric fluid (pH 1.2 buffer) and simulated intestinal fluid (pH 6.8 buffer). The microenvironmental pH (pHM) was measured to evaluate the effect of the alkalizer on the pHM of SDs. Drug crystallinity and morphology of the SDs were also examined by differential scanning calorimetry (DSC), powder X-ray diffraction (PXRD), and scanning electron microscopy (SEM). The interactions among EPM, the polymer, and the alkalizer were elucidated by Fourier transform infrared (FTIR) spectroscopy. The in vivo absorption studies of the optimized alkalizer -containing SD and the enteric-coated reference tablet Nexium (®) were then conducted in beagle dogs. Among alkalizer s, MgO loaded in SDs proved to be the best alkalizer to stabilize EPM in simulated gastric fluid. pHM values of the alkalizer -containing SDs were significantly higher than that of the SD without alkalizer. The pHM values decreased in the following order: MgO, Na2CO3, Ca(OH)2, and no alkalizer. DSC and PXRD data exhibited a change in the drug crystallinity of the SDs from crystalline to amorphous form. SEM data showed a relatively spherical shape of the MgO -loaded SD compared to the less-defined shape of pure drug. FTIR indicated a strong molecular interaction among EPM, alkalizer and polymer; in particular, MgO showed the strongest interaction with EPM. It was evident that alkalizer interacts with benzimidazole ring and/or sulfonyl group of EPM for enhancing EPM stability in gastric fluid. Regarding the in vivo absorption studies in beagle dogs, the optimized SD (C16) was bioequivalent to the reference Nexium (®) and had a considerable greater absorption at the early stages. The current alkalizer -containing SD could provide a promising approach for aqueous stabilization of acid - labile drugs without using enteric coating method.
28342789	30	42	esomeprazole	T103	UMLS:C0937846
28342789	46	67	molecular interaction	T038	UMLS:C1167622
28342789	113	123	alkalizers	T103	UMLS:C0304463
28342789	127	143	solid dispersion	T103	UMLS:C3859614
28342789	155	166	instability	T033	UMLS:C0443343
28342789	170	202	esomeprazole magnesium dihydrate	T103	UMLS:C3883231
28342789	204	207	EPM	T103	UMLS:C3883231
28342789	212	233	proton pump inhibitor	T103	UMLS:C0358591
28342789	238	251	gastric fluid	T031	UMLS:C2828094
28342789	253	274	enteric-coated dosage	T103	UMLS:C0039226
28342789	301	324	therapeutic application	T058	UMLS:C0087111
28342789	334	339	study	T062	UMLS:C2603343
28342789	357	370	gastric fluid	T031	UMLS:C2828094
28342789	381	398	solid dispersions	T103	UMLS:C3859614
28342789	400	403	SDs	T103	UMLS:C3859614
28342789	416	426	alkalizers	T103	UMLS:C0304463
28342789	484	498	pharmaceutical	T103	UMLS:C0013227
28342789	499	509	alkalizers	T103	UMLS:C0304463
28342789	538	541	EPM	T103	UMLS:C3883231
28342789	555	568	gastric fluid	T031	UMLS:C2828094
28342789	591	600	alkalizer	T103	UMLS:C0304463
28342789	609	611	SD	T103	UMLS:C3859614
28342789	654	657	EPM	T103	UMLS:C3883231
28342789	659	688	hydroxypropyl methylcellulose	T103	UMLS:C0063242
28342789	690	694	HPMC	T103	UMLS:C0063242
28342789	710	719	alkalizer	T103	UMLS:C0304463
28342789	724	731	ethanol	T103	UMLS:C0001962
28342789	754	766	spray drying	T058	UMLS:C3827958
28342789	783	792	alkalizer	T103	UMLS:C0304463
28342789	856	869	gastric fluid	T031	UMLS:C2828094
28342789	878	884	buffer	T103	UMLS:C0006353
28342789	925	931	buffer	T103	UMLS:C0006353
28342789	1009	1018	alkalizer	T103	UMLS:C0304463
28342789	1033	1036	SDs	T103	UMLS:C3859614
28342789	1043	1056	crystallinity	T103	UMLS:C0444626
28342789	1079	1082	SDs	T103	UMLS:C3859614
28342789	1105	1138	differential scanning calorimetry	T058	UMLS:C0006780
28342789	1140	1143	DSC	T058	UMLS:C0006780
28342789	1146	1170	powder X-ray diffraction	T058	UMLS:C0043301
