27257836|t|Efficacy of a coaxial system with a compliant balloon catheter for navigation of the Penumbra reperfusion catheter in tortuous arteries: technique and case experience
27257836|a|OBJECTIVE The authors describe a method by which they easily and atraumatically navigate a large-bore reperfusion catheter of the Penumbra system to an embolus by using a coaxial system with a compliant balloon catheter in patients with tortuous arteries. METHODS A retrospective review of the prospective endovascular database was performed to identify cases in which a coaxial system with a compliant balloon catheter (Scepter C, MicroVention / Terumo; or TransForm C, Stryker Neurovascular) and a large-bore reperfusion catheter of the Penumbra system (Penumbra, Inc.) was used. The authors achieved a stable guiding sheath position and delivered the coaxial system with a compliant balloon catheter and a large-bore reperfusion catheter. Then, the balloon was inflated somewhat when the distal tip of the balloon was slightly advanced from the tip of the reperfusion catheter, and together the coaxial system was advanced to an embolus over a 0.014-in guidewire, even around the corner. When the distal tip of the balloon catheter reached the embolus, the authors deflated the balloon and navigated the large-bore reperfusion catheter to the embolus. Finally, the aspiration of the embolus with the Penumbra MAX pump was begun. RESULTS Between May 2014 and September 2015, the authors used this technique in 17 cases: 16 cases of middle cerebral artery occlusion (including 5 cases of internal carotid artery occlusion) and 1 case of basilar artery occlusion (age range 36-88 years, mean age 74.7 years, 13 men). For the reperfusion catheter of the Penumbra system, the 5MAX ACE was used in 15 cases, and the 5MAX was used in 2 cases. As a compliant balloon catheter, the Scepter C was used in 16 cases, and the TransForm C was used in 1 case. The technique was successful in 16 cases (94.1%). No parent artery dissections were noted in any cases. Catheter -induced vasospasm was noted in 1 case, but the vasospasm was transient. CONCLUSIONS A coaxial system with a compliant balloon catheter can help safely and easily to navigate the large-bore reperfusion catheter of the Penumbra system to an embolus in patients with tortuous arteries.
27257836	0	8	Efficacy	T080	C1280519
27257836	36	45	compliant	T080	C0566588
27257836	46	62	balloon catheter	T074	C0179734
27257836	67	77	navigation	T052	C2827562
27257836	85	93	Penumbra	T074	C0025080
27257836	94	105	reperfusion	T038	C0684253
27257836	106	114	catheter	T074	C0085590
27257836	118	135	tortuous arteries	T033	C1836791
27257836	137	146	technique	T169	C0449851
27257836	151	155	case	T169	C0868928
27257836	156	166	experience	T041	C0596545
27257836	167	176	OBJECTIVE	T170	C0018017
27257836	181	188	authors	T097	C3812881
27257836	200	206	method	T170	C0025663
27257836	221	227	easily	T033	C0332219
27257836	247	255	navigate	T052	C2827562
27257836	258	268	large-bore	T074	C1275738
27257836	269	280	reperfusion	T038	C0684253
27257836	281	289	catheter	T074	C0085590
27257836	297	312	Penumbra system	T074	C0025080
27257836	319	326	embolus	T033	C1704212
27257836	360	369	compliant	T080	C0566588
27257836	370	386	balloon catheter	T074	C0179734
27257836	390	398	patients	T101	C0030705
27257836	404	421	tortuous arteries	T033	C1836791
27257836	423	430	METHODS	T170	C0025663
27257836	433	453	retrospective review	T062	C0035363
27257836	473	485	endovascular	T029	C0524425
27257836	486	494	database	T170	C0242356
27257836	512	520	identify	T080	C0205396
27257836	521	526	cases	T169	C0868928
27257836	560	569	compliant	T080	C0566588
27257836	570	586	balloon catheter	T074	C0179734
27257836	588	597	Scepter C	T074	C0025080
27257836	599	611	MicroVention	T074	C0025080
27257836	614	620	Terumo	T074	C1655965
27257836	625	636	TransForm C	T074	C0025080
27257836	638	645	Stryker	T074	C0025080
27257836	646	659	Neurovascular	T023	C0824497
27257836	667	677	large-bore	T074	C1275738
27257836	678	689	reperfusion	T038	C0684253
27257836	690	698	catheter	T074	C0085590
27257836	706	721	Penumbra system	T074	C0025080
27257836	723	737	Penumbra, Inc.	T170	C1552679
27257836	753	760	authors	T097	C3812881
27257836	772	778	stable	T080	C0205360
27257836	779	786	guiding	T074	C0221799
27257836	787	793	sheath	T024	C0027807
27257836	794	802	position	T082	C0733755
27257836	807	816	delivered	T169	C1705822
27257836	843	852	compliant	T080	C0566588
27257836	853	869	balloon catheter	T074	C0179734
27257836	876	886	large-bore	T074	C1275738
27257836	887	898	reperfusion	T038	C0684253
27257836	899	907	catheter	T074	C0085590
27257836	919	926	balloon	T074	C0179734
27257836	958	964	distal	T082	C0205108
27257836	965	968	tip	T080	C3282898
27257836	976	983	balloon	T074	C0179734
27257836	997	1005	advanced	T080	C0205179
27257836	1015	1018	tip	T080	C3282898
27257836	1026	1037	reperfusion	T038	C0684253
27257836	1038	1046	catheter	T074	C0085590
27257836	1052	1060	together	T080	C1883357
27257836	1084	1092	advanced	T080	C0205179
27257836	1099	1106	embolus	T033	C1704212
27257836	1123	1132	guidewire	T073	C1708264
27257836	1150	1156	corner	T082	C1254362
27257836	1167	1173	distal	T082	C0205108
27257836	1174	1177	tip	T080	C3282898
27257836	1185	1201	balloon catheter	T074	C0179734
27257836	1214	1221	embolus	T033	C1704212
27257836	1227	1234	authors	T097	C3812881
27257836	1248	1255	balloon	T074	C0179734
27257836	1260	1269	navigated	T052	C2827562
27257836	1274	1284	large-bore	T074	C1275738
27257836	1285	1296	reperfusion	T038	C0684253
27257836	1297	1305	catheter	T074	C0085590
27257836	1313	1320	embolus	T033	C1704212
27257836	1335	1345	aspiration	T061	C0349707
27257836	1353	1360	embolus	T033	C1704212
27257836	1370	1378	Penumbra	T074	C0025080
27257836	1379	1387	MAX pump	T074	C0025080
27257836	1399	1406	RESULTS	T169	C1274040
27257836	1448	1455	authors	T097	C3812881
27257836	1466	1475	technique	T169	C0449851
27257836	1482	1487	cases	T169	C0868928
27257836	1492	1497	cases	T169	C0868928
27257836	1501	1533	middle cerebral artery occlusion	T020	C0740391
27257836	1547	1552	cases	T169	C0868928
27257836	1556	1589	internal carotid artery occlusion	T047	C0149853
27257836	1597	1601	case	T169	C0868928
27257836	1605	1629	basilar artery occlusion	T190	C0265098
27257836	1631	1634	age	T032	C0001779
27257836	1635	1640	range	T081	C1514721
27257836	1654	1658	mean	T081	C2348143
27257836	1659	1662	age	T032	C0001779
27257836	1678	1681	men	T098	C0025266
27257836	1692	1703	reperfusion	T038	C0684253
27257836	1704	1712	catheter	T074	C0085590
