28192718|t|Quantitative determination of five metabolites of aspirin by UHPLC-MS / MS coupled with enzymatic reaction and its application to evaluate the effects of aspirin dosage on the metabolic profile
28192718|a|Acetylsalicylic acid (Aspirin, ASA) is a famous drug for cardiovascular diseases in recent years. Effects of ASA dosage on the metabolic profile have not been fully understood. The purpose of our study is to establish a rapid and reliable method to quantify ASA metabolites in biological matrices, especially for glucuronide metabolites whose standards are not commercially available. Then we applied this method to evaluate the effects of ASA dosage on the metabolic and excretion profile of ASA metabolites in rat urine. Salicylic acid (SA), gentisic acid (GA) and salicyluric acid (SUA) were determined directly by UHPLC-MS / MS, while salicyl phenolic glucuronide (SAPG) and salicyluric acid phenolic glucuronide (SUAPG) were quantified indirectly by measuring the released SA and SUA from SAPG and SUAPG after β-glucuronidase digestion. SUA and SUAPG were the major metabolites of ASA in rat urine 24 h after ASA administration, which accounted for 50% (SUA) and 26% (SUAPG). When ASA dosage was increased, the contributions dropped to 32% and 18%, respectively. The excretion of other three metabolites (GA, SA and SAPG) however showed remarkable increases by 16%, 6% and 4%, respectively. In addition, SUA and SUAPG were mainly excreted in the time period of 12-24 h, while GA was excreted in the earlier time periods (0-4 h and 4-8 h). SA was mainly excreted in the time period of 0-4 h and 12-24 h. And the excretion of SAPG was equally distributed in the four time periods. We went further to show that the excretion of five metabolites in rat urine was delayed when ASA dosage was increased. In conclusion, we have developed a rapid and sensitive method to determine the five ASA metabolites (SA, GA, SUA, SAPG and SUAPG) in rat urine. We showed that ASA dosage could significantly influence the metabolic and excretion profile of ASA metabolites in rat urine.
28192718	0	12	Quantitative	T081	C0392762
28192718	13	26	determination	T059	C1148554
28192718	35	46	metabolites	T123	C0870883
28192718	50	57	aspirin	T109,T121	C0004057
28192718	61	69	UHPLC-MS	T059	C4053724
28192718	72	74	MS	T059	C0037813
28192718	75	82	coupled	T169	C1948027
28192718	88	106	enzymatic reaction	T044	C1511131
28192718	143	150	effects	T080	C1280500
28192718	154	161	aspirin	T109,T121	C0004057
28192718	162	168	dosage	T081	C0178602
28192718	176	193	metabolic profile	T039	C3853758
28192718	194	214	Acetylsalicylic acid	T109,T121	C0004057
28192718	216	223	Aspirin	T109,T121	C0004057
28192718	225	228	ASA	T109,T121	C0004057
28192718	242	246	drug	T121	C0013227
28192718	251	274	cardiovascular diseases	T047	C0007222
28192718	285	290	years	T079	C0439234
28192718	303	306	ASA	T109,T121	C0004057
28192718	307	313	dosage	T081	C0178602
28192718	321	338	metabolic profile	T039	C3853758
28192718	390	395	study	T062	C2603343
28192718	414	419	rapid	T080	C0456962
28192718	424	432	reliable	T170	C3858758
28192718	433	439	method	T059	C0022885
28192718	443	451	quantify	T081	C1709793
28192718	452	455	ASA	T109,T121	C0004057
28192718	456	467	metabolites	T123	C0870883
28192718	471	490	biological matrices	T031	C1706515
28192718	507	518	glucuronide	T109	C0812407
28192718	519	530	metabolites	T123	C0870883
28192718	600	606	method	T059	C0022885
28192718	634	637	ASA	T109,T121	C0004057
28192718	638	644	dosage	T081	C0178602
28192718	652	661	metabolic	T039	C3853758
28192718	666	675	excretion	T039	C0221102
28192718	676	683	profile	T081	C0237801
28192718	687	690	ASA	T109,T121	C0004057
28192718	691	702	metabolites	T123	C0870883
28192718	706	709	rat	T015	C0034721
28192718	710	715	urine	T031	C0042036
28192718	717	731	Salicylic acid	T109,T121	C0036079
28192718	733	735	SA	T109,T121	C0036079
28192718	738	751	gentisic acid	T109,T121	C0045555
28192718	753	755	GA	T109,T121	C0045555
28192718	761	777	salicyluric acid	T109	C0073984
28192718	779	782	SUA	T109	C0073984
28192718	812	820	UHPLC-MS	T059	C4053724
28192718	823	825	MS	T059	C0037813
28192718	833	861	salicyl phenolic glucuronide	T109	C0044622
28192718	863	867	SAPG	T109	C0044622
28192718	873	910	salicyluric acid phenolic glucuronide	T109	C0752086
28192718	912	917	SUAPG	T109	C0752086
28192718	924	934	quantified	T081	C1709793
28192718	972	974	SA	T109,T121	C0036079
28192718	979	982	SUA	T109	C0073984
28192718	988	992	SAPG	T109	C0044622
28192718	997	1002	SUAPG	T109	C0752086
28192718	1009	1024	β-glucuronidase	T116,T126,T130	C0017776
28192718	1025	1034	digestion	T040	C0012238
28192718	1036	1039	SUA	T109	C0073984
28192718	1044	1049	SUAPG	T109	C0752086
28192718	1065	1076	metabolites	T123	C0870883
28192718	1080	1083	ASA	T109,T121	C0004057
28192718	1087	1090	rat	T015	C0034721
28192718	1091	1096	urine	T031	C0042036
28192718	1100	1101	h	T079	C0439227
28192718	1108	1111	ASA	T109,T121	C0004057
28192718	1112	1126	administration	T081	C0001555
28192718	1153	1156	SUA	T109	C0073984
28192718	1167	1172	SUAPG	T109	C0752086
28192718	1180	1183	ASA	T109,T121	C0004057
28192718	1184	1190	dosage	T081	C0178602
28192718	1195	1204	increased	T081	C0205217
28192718	1266	1275	excretion	T039	C0221102
28192718	1291	1302	metabolites	T123	C0870883
28192718	1304	1306	GA	T109,T121	C0045555
28192718	1308	1310	SA	T109,T121	C0036079
28192718	1315	1319	SAPG	T109	C0044622
28192718	1403	1406	SUA	T109	C0073984
28192718	1411	1416	SUAPG	T109	C0752086
