28457994|t|Increase in acid sphingomyelinase level in human retinal endothelial cells and CD34(+) circulating angiogenic cells isolated from diabetic individuals is associated with dysfunctional retinal vasculature and vascular repair process in diabetes
28457994|a|Diabetic retinopathy is a microvascular disease that results from retinal vascular degeneration and defective repair due to diabetes - induced endothelial progenitor dysfunction. Understanding key molecular factors involved in vascular degeneration and repair is paramount for developing effective diabetic retinopathy treatment strategies. We propose that diabetes - induced activation of acid sphingomyelinase (ASM) plays essential role in retinal endothelial and CD34(+) circulating angiogenic cell (CAC) dysfunction in diabetes. Human retinal endothelial cells (HRECs) isolated from control and diabetic donor tissue and human CD34(+) CACs from control and diabetic patients were used in this study. ASM messenger RNA and protein expression were assessed by quantitative polymerase chain reaction and enzyme-linked immunosorbent assay, respectively. To evaluate the effect of diabetes - induced ASM on HRECs and CD34(+) CACs function, tube formation, CAC incorporation into endothelial tubes, and diurnal release of CD34(+) CACs in diabetic individuals were determined. ASM expression level was significantly increased in HRECs isolated from diabetic compared with control donor tissue, as well as CD34(+) CACs and plasma of diabetic patients. A significant decrease in tube area was observed in HRECs from diabetic donors compared with control HRECs. The tube formation deficiency was associated with increased expression of ASM in diabetic HRECs. Moreover, diabetic CD34(+) CACs with high ASM showed defective incorporation into endothelial tubes. Diurnal release of CD34(+) CACs was disrupted with the rhythmicity lost in diabetic patients. Collectively, these findings support that diabetes - induced ASM upregulation has a marked detrimental effect on both retinal endothelial cells and CACs.
28457994	0	8	Increase	T169	C0442805
28457994	12	33	acid sphingomyelinase	T116,T126	C0599122
28457994	34	39	level	T080	C0441889
28457994	43	48	human	T016	C0086418
28457994	49	56	retinal	T023	C0035298
28457994	57	74	endothelial cells	T025	C0225336
28457994	79	115	CD34(+) circulating angiogenic cells	T025	C0882849
28457994	130	138	diabetic	T047	C0011847
28457994	139	150	individuals	T098	C0237401
28457994	154	169	associated with	T080	C0332281
28457994	170	203	dysfunctional retinal vasculature	T190	C4024753
28457994	208	231	vascular repair process	T061	C0869795
28457994	235	243	diabetes	T047	C0011847
28457994	244	264	Diabetic retinopathy	T047	C0011884
28457994	270	291	microvascular disease	UnknownType	C0748385
28457994	310	317	retinal	T023	C0035298
28457994	318	339	vascular degeneration	T047	C1281300
28457994	344	353	defective	T169	C0332452
28457994	354	360	repair	T058	C1705181
28457994	368	376	diabetes	T047	C0011847
28457994	379	386	induced	T169	C0205263
28457994	387	421	endothelial progenitor dysfunction	T047	C0856169
28457994	471	492	vascular degeneration	T047	C1281300
28457994	497	503	repair	T058	C1705181
28457994	542	562	diabetic retinopathy	T047	C0011884
28457994	563	572	treatment	T061	C0087111
28457994	601	609	diabetes	T047	C0011847
28457994	612	619	induced	T169	C0205263
28457994	620	630	activation	T052	C1879547
28457994	634	655	acid sphingomyelinase	T116,T126	C0599122
28457994	657	660	ASM	T116,T126	C0599122
28457994	686	693	retinal	T023	C0035298
28457994	694	705	endothelial	T025	C0225336
28457994	710	745	CD34(+) circulating angiogenic cell	T025	C0882849
28457994	747	750	CAC	T025	C0882849
28457994	767	775	diabetes	T047	C0011847
28457994	777	782	Human	T016	C0086418
28457994	783	790	retinal	T023	C0035298
28457994	791	808	endothelial cells	T025	C0225336
28457994	810	815	HRECs	T025	C0225336
28457994	843	851	diabetic	T047	C0011847
28457994	852	857	donor	T098	C0013018
28457994	858	864	tissue	T024	C0040300
28457994	869	874	human	T016	C0086418
28457994	875	887	CD34(+) CACs	T025	C0882849
28457994	905	913	diabetic	T047	C0011847
28457994	914	922	patients	T101	C0030705
28457994	948	951	ASM	T028	C1420259
28457994	952	965	messenger RNA	T114,T123	C0035696
28457994	970	988	protein expression	T045	C1171362
28457994	1006	1044	quantitative polymerase chain reaction	T063	C3179034
28457994	1049	1082	enzyme-linked immunosorbent assay	T059	C0014441
28457994	1124	1132	diabetes	T047	C0011847
28457994	1135	1142	induced	T169	C0205263
28457994	1143	1146	ASM	T116,T126	C0599122
28457994	1150	1155	HRECs	T025	C0225336
28457994	1160	1172	CD34(+) CACs	T025	C0882849
28457994	1173	1181	function	T043	C0007613
28457994	1183	1197	tube formation	T042	C2752214
28457994	1199	1202	CAC	T025	C0882849
28457994	1203	1216	incorporation	T169	C0243126
28457994	1222	1239	endothelial tubes	T024	C0014257
28457994	1245	1252	diurnal	T079	C0332173
28457994	1253	1260	release	T169	C0391871
28457994	1264	1276	CD34(+) CACs	T025	C0882849
28457994	1280	1288	diabetic	T047	C0011847
28457994	1289	1300	individuals	T098	C0237401
28457994	1318	1321	ASM	T116,T126	C0599122
28457994	1322	1338	expression level	T081	C3244092
28457994	1357	1366	increased	T081	C0205217
28457994	1370	1375	HRECs	T025	C0225336
28457994	1390	1398	diabetic	T047	C0011847
28457994	1421	1426	donor	T098	C0013018
28457994	1427	1433	tissue	T024	C0040300
