28115057|t|Optogenetic Demonstration of Functional Innervation of Mouse Colon by Neurons Derived From Transplanted Neural Cells
28115057|a|Cell therapy offers the potential to treat gastrointestinal motility disorders caused by diseased or absent enteric neurons. We examined whether neurons generated from transplanted enteric neural cells provide a functional innervation of bowel smooth muscle in mice. Enteric neural cells expressing the light-sensitive ion channel, channelrhodopsin, were isolated from the fetal or postnatal mouse bowel and transplanted into the distal colon of 3- to 4- week -old wild-type recipient mice. Intracellular electrophysiological recordings of responses to light stimulation of the transplanted cells were made from colonic smooth muscle cells in recipient mice. Electrical stimulation of endogenous enteric neurons was used as a control. The axons of graft -derived neurons formed a plexus in the circular muscle layer. Selective stimulation of graft -derived cells by light resulted in excitatory and inhibitory junction potentials, the electrical events underlying contraction and relaxation, respectively, in colonic muscle cells. Graft -derived excitatory and inhibitory motor neurons released the same neurotransmitters as endogenous motor neurons - acetylcholine and a combination of adenosine triphosphate and nitric oxide, respectively. Graft -derived neurons also included interneurons that provided synaptic inputs to motor neurons, but the pharmacologic properties of interneurons varied with the age of the donors from which enteric neural cells were obtained. Enteric neural cells transplanted into the bowel give rise to multiple functional types of neurons that integrate and provide a functional innervation of the smooth muscle of the bowel wall. Circuits composed of both motor neurons and interneurons were established, but the age at which cells are isolated influences the neurotransmitter phenotype of interneurons that are generated.
28115057	0	11	Optogenetic	T063	C3494301
28115057	12	25	Demonstration	T052	C0441655
28115057	29	39	Functional	T169	C0205245
28115057	40	51	Innervation	T042	C0021516
28115057	55	60	Mouse	T015	C0025929
28115057	61	66	Colon	T023	C0009368
28115057	70	77	Neurons	T025	C0027882
28115057	91	103	Transplanted	T169	C0700106
28115057	104	116	Neural Cells	T025	C0027882
28115057	117	129	Cell therapy	T061	C0302189
28115057	154	159	treat	T169	C1522326
28115057	160	195	gastrointestinal motility disorders	T047	C0854121
28115057	206	214	diseased	T025	C0027882
28115057	218	224	absent	T169	C0332197
28115057	225	232	enteric	T082	C1304890
28115057	233	240	neurons	T025	C0027882
28115057	262	269	neurons	T025	C0027882
28115057	285	297	transplanted	T169	C0700106
28115057	298	305	enteric	T082	C1304890
28115057	306	318	neural cells	T025	C0027882
28115057	329	339	functional	T169	C0205245
28115057	340	351	innervation	T042	C0021516
28115057	355	360	bowel	T023	C0021853
28115057	361	374	smooth muscle	T024	C1267092
28115057	378	382	mice	T015	C0025929
28115057	384	391	Enteric	T082	C1304890
28115057	392	404	neural cells	T025	C0027882
28115057	420	447	light-sensitive ion channel	T116,T123	C0022009
28115057	449	465	channelrhodopsin	T116,T123	C0033684
28115057	472	480	isolated	T169	C0205409
28115057	490	495	fetal	T169	C0521457
28115057	499	508	postnatal	T079	C0443281
28115057	509	514	mouse	T015	C0025929
28115057	515	520	bowel	T023	C0021853
28115057	525	537	transplanted	T169	C0700106
28115057	547	559	distal colon	T024	C1517729
28115057	572	576	week	T079	C0439230
28115057	582	591	wild-type	T028	C1883559
28115057	592	606	recipient mice	T015	C0025929
28115057	608	621	Intracellular	T082	C0178719
28115057	622	653	electrophysiological recordings	T059	C0022885
28115057	657	666	responses	T169	C0205245
28115057	670	687	light stimulation	UnknownType	C0240188
28115057	695	707	transplanted	T169	C0700106
28115057	708	713	cells	T025	C0027882
28115057	729	736	colonic	T023	C0009368
28115057	737	756	smooth muscle cells	T025	C1135918
28115057	760	774	recipient mice	T015	C0025929
28115057	776	798	Electrical stimulation	T067	C1254366
28115057	802	812	endogenous	T169	C0205227
28115057	813	820	enteric	T082	C1304890
28115057	821	828	neurons	T025	C0027882
28115057	843	850	control	T096	C0009932
28115057	856	861	axons	T026	C0004461
28115057	865	870	graft	T024	C0332835
28115057	880	887	neurons	T025	C0027882
28115057	897	903	plexus	T023	C1184808
28115057	911	932	circular muscle layer	T023	C0734812
28115057	934	955	Selective stimulation	T067	C1254366
28115057	959	964	graft	T024	C0332835
28115057	974	979	cells	T025	C0027882
28115057	983	988	light	T070	C0023693
28115057	1001	1011	excitatory	T042	C0234121
28115057	1016	1046	inhibitory junction potentials	T042	C0234122
