27831503|t|A randomized trial of TLR-2 agonist CADI-05 targeting desmocollin-3 for advanced non-small-cell lung cancer
27831503|a|Randomized controlled trial to evaluate synergy between taxane plus platinum chemotherapy and CADI-05, a Toll like receptor-2 agonist targeting desmocollin-3 as a first-line therapy in advanced non-small-cell lung cancer (NSCLC). Patients with advanced NSCLC (stage IIIB or IV) were randomized to cisplatin-paclitaxel (chemotherapy group, N = 112) or cisplatin-paclitaxel plus CADI-05 (chemoimmunotherapy group, N = 109). CADI-05 was administered a week before chemotherapy and on days 8 and 15 of each cycle and every month subsequently for 12 months or disease progression. Overall survival was compared using a log-rank test. Computed tomography was carried out at baseline, end of two cycles and four cycles. Response rate was evaluated using Response Evaluation Criteria in Solid Tumors criteria by an independent radiologist. As per intention-to-treat analysis, no survival benefit was observed between two groups [208 versus 196 days; hazard ratio, 0.86; 95% confidence interval (CI) 0.63-1.19; P = 0.3804]. In a subgroup analysis, improvement in median survival by 127 days was observed in squamous NSCC with chemoimmunotherapy (hazard ratio, 0.55; 95% CI 0.32-0.95; P = 0.046). In patients receiving planned four cycles of chemotherapy, there was improved median overall survival by 66 days (299 versus 233 days; hazard ratio, 0.64; 95% CI 0.41 to 0.98; P = 0.04) in the chemoimmunotherapy group compared with the chemotherapy group. This was associated with the improved survival by 17.48% at the end of 1 year, in the chemoimmunotherapy group. Systemic adverse events were identical in both the group s. There was no survival benefit with the addition of CADI-05 to the combination of cisplatin-paclitaxel in patients with advanced NSCLC; however, the squamous cell subset did demonstrate a survival advantage.
27831503	2	18	randomized trial	T062,T170	C0206034
27831503	22	27	TLR-2	T116,T192	C0754728
27831503	28	35	agonist	T121	C2987634
27831503	36	43	CADI-05	T109,T121	C2703083
27831503	44	53	targeting	T169	C1521840
27831503	54	67	desmocollin-3	T116,T123	C1453561
27831503	72	80	advanced	T080	C0205179
27831503	81	107	non-small-cell lung cancer	T191	C0007131
27831503	108	135	Randomized controlled trial	T062	C0206035
27831503	139	147	evaluate	T058	C0220825
27831503	148	155	synergy	T044	C0013215
27831503	164	170	taxane	T109,T121	C0215136
27831503	176	184	platinum	T196	C0032207
27831503	185	197	chemotherapy	T061	C3665472
27831503	202	209	CADI-05	T109,T121	C2703083
27831503	213	233	Toll like receptor-2	T116,T192	C0754728
27831503	234	241	agonist	T121	C2987634
27831503	242	251	targeting	T169	C1521840
27831503	252	265	desmocollin-3	T116,T123	C1453561
27831503	271	289	first-line therapy	T061	C1708063
27831503	293	301	advanced	T080	C0205179
27831503	302	328	non-small-cell lung cancer	T191	C0007131
27831503	330	335	NSCLC	T191	C0007131
27831503	338	346	Patients	T101	C0030705
27831503	352	360	advanced	T080	C0205179
27831503	361	366	NSCLC	T191	C0007131
27831503	391	401	randomized	T033	C3815594
27831503	405	425	cisplatin-paclitaxel	T061	C0280455
27831503	427	439	chemotherapy	T061	C3665472
27831503	440	445	group	T078	C0441833
27831503	459	479	cisplatin-paclitaxel	T061	C0280455
27831503	485	492	CADI-05	T109,T121	C2703083
27831503	494	512	chemoimmunotherapy	T061	C2986423
27831503	513	518	group	T078	C0441833
27831503	530	537	CADI-05	T109,T121	C2703083
27831503	542	554	administered	T169	C1621583
27831503	557	561	week	T079	C0439230
27831503	569	581	chemotherapy	T061	C3665472
27831503	589	593	days	T079	C0439228
