27355356|t|Chemosensitivity, Cardiovascular Risk, and the Ventilatory Response to Exercise in COPD
27355356|a|COPD is associated with elevated cardiovascular risk and a potentiated ventilatory response to exercise. Enhanced carotid chemoreceptor (CC) activity / sensitivity is present in other clinical conditions, has been shown to contribute to sympathetic vasoconstrictor outflow, and is predictive of mortality. CC activity / sensitivity, and the resulting functional significance, has not been well examined in COPD. We hypothesized that CC activity / sensitivity would be elevated in COPD, and related to increased pulse wave velocity (a marker of CV risk) and the ventilatory response to exercise. 30 COPD patients and 10 healthy age-matched controls were examined. Participants performed baseline cardiopulmonary exercise and pulmonary function testing. CC activity was later evaluated by the drop in ventilation with breathing 100% O2, and CC sensitivity was then assessed by the ventilatory response to hypoxia (ΔVE/ΔS pO2). Peripheral arterial stiffness was subsequently evaluated by measurement of pulse wave velocity (PWV) using applanation tonometry while the subjects were breathing room air, and then following chemoreceptor inhibition by breathing 100% O2 for 2 minutes. CC activity, CC sensitivity, PWV and the ventilatory response to exercise were all increased in COPD relative to controls. CC sensitivity was related to PWV; however, neither CC activity nor CC sensitivity was related to the ventilatory response to exercise in COPD. CC inhibition by breathing 100% O2 normalized PWV in COPD, while no effect was observed in controls. CC activity and sensitivity are elevated in COPD, and appear related to cardiovascular risk; however, CC activity / sensitivity does not contribute to the potentiated ventilatory response to exercise.
27355356	0	16	Chemosensitivity	T033	C2347610
27355356	18	37	Cardiovascular Risk	T033	C1113685
27355356	47	67	Ventilatory Response	T201	C1321070
27355356	71	79	Exercise	T056	C0015259
27355356	83	87	COPD	T047	C0024117
27355356	88	92	COPD	T047	C0024117
27355356	112	120	elevated	T080	C3163633
27355356	121	140	cardiovascular risk	T033	C1113685
27355356	147	158	potentiated	T080	C1704419
27355356	159	179	ventilatory response	T201	C1321070
27355356	183	191	exercise	T056	C0015259
27355356	202	209	carotid	T023	C0741968
27355356	210	223	chemoreceptor	T025	C0008010
27355356	225	227	CC	T025	C0008010
27355356	229	237	activity	T042	C0234208
27355356	240	251	sensitivity	T042	C0234208
27355356	240	251	sensitivity	T042	C0234208
27355356	272	291	clinical conditions	T201	C0683325
27355356	325	336	sympathetic	T022	C0039044
27355356	337	360	vasoconstrictor outflow	T046	C1456863
27355356	369	379	predictive	T080	C0681890
27355356	383	392	mortality	T033	C1306577
27355356	394	396	CC	T025	C0008010
27355356	397	405	activity	T042	C0234208
27355356	408	419	sensitivity	T042	C0234208
27355356	439	449	functional	T169	C0205245
27355356	450	462	significance	T078	C0750502
27355356	468	490	not been well examined	T080	C0332129
27355356	494	498	COPD	T047	C0024117
27355356	521	523	CC	T025	C0008010
27355356	524	532	activity	T042	C0234208
27355356	535	546	sensitivity	T042	C0234208
27355356	556	564	elevated	T080	C3163633
27355356	568	572	COPD	T047	C0024117
27355356	589	598	increased	T081	C0205217
27355356	599	618	pulse wave velocity	T081	C3494431
27355356	622	628	marker	T201	C0005516
27355356	632	639	CV risk	T033	C1113685
27355356	649	669	ventilatory response	T201	C1321070
27355356	673	681	exercise	T056	C0015259
27355356	686	690	COPD	T047	C0024117
27355356	691	699	patients	T101	C0030705
27355356	707	714	healthy	T080	C3898900
27355356	727	735	controls	T096	C0009932
27355356	741	749	examined	T033	C0332128
27355356	751	763	Participants	T098	C0679646
27355356	774	782	baseline	T081	C1442488
27355356	783	807	cardiopulmonary exercise	T060	C2959886
27355356	812	838	pulmonary function testing	T060	C0024119
27355356	840	842	CC	T025	C0008010
27355356	843	851	activity	T042	C0234208
27355356	862	871	evaluated	T058	C0220825
27355356	879	886	drop in	T033	C0085639
27355356	887	898	ventilation	T039	C0035203
27355356	904	913	breathing	T039	C0035203
27355356	919	921	O2	T121,T123,T196	C0030054
27355356	927	929	CC	T025	C0008010
27355356	930	941	sensitivity	T042	C0234208
27355356	967	998	ventilatory response to hypoxia	T060	C0199505
27355356	1007	1010	pO2	T059	C1283004
27355356	1013	1023	Peripheral	T082	C0205100
27355356	1024	1042	arterial stiffness	T039	C0599949
27355356	1060	1069	evaluated	T058	C0220825
27355356	1073	1084	measurement	T169	C0242485
27355356	1088	1107	pulse wave velocity	T081	C3494431
27355356	1109	1112	PWV	T081	C3494431
27355356	1120	1141	applanation tonometry	T060	C0430862
27355356	1166	1175	breathing	T039	C0035203
27355356	1176	1184	room air	T033	C3846005
27355356	1205	1218	chemoreceptor	T025	C0008010
27355356	1219	1229	inhibition	T052	C3463820
27355356	1233	1242	breathing	T039	C0035203
27355356	1243	1247	100%	T081	C3817553
27355356	1248	1250	O2	T121,T123,T196	C0030054
27355356	1266	1268	CC	T025	C0008010
27355356	1269	1277	activity	T042	C0234208
27355356	1279	1281	CC	T025	C0008010
27355356	1282	1293	sensitivity	T042	C0234208
27355356	1295	1298	PWV	T081	C3494431
27355356	1307	1327	ventilatory response	T201	C1321070
27355356	1331	1339	exercise	T056	C0015259
27355356	1362	1366	COPD	T047	C0024117
27355356	1379	1387	controls	T096	C0009932
27355356	1389	1391	CC	T025	C0008010
27355356	1392	1403	sensitivity	T042	C0234208
27355356	1419	1422	PWV	T081	C3494431
27355356	1441	1443	CC	T025	C0008010
27355356	1444	1452	activity	T042	C0234208
27355356	1457	1459	CC	T025	C0008010
27355356	1460	1471	sensitivity	T042	C0234208
27355356	1491	1511	ventilatory response	T201	C1321070
27355356	1515	1523	exercise	T056	C0015259
27355356	1527	1531	COPD	T047	C0024117
27355356	1533	1535	CC	T025	C0008010
27355356	1550	1559	breathing	T039	C0035203
27355356	1560	1564	100%	T081	C3817553
27355356	1565	1567	O2	T121,T123,T196	C0030054
27355356	1579	1582	PWV	T081	C3494431
27355356	1586	1590	COPD	T047	C0024117
27355356	1598	1607	no effect	T080	C1301751
27355356	1624	1632	controls	T096	C0009932
27355356	1634	1636	CC	T025	C0008010
27355356	1637	1645	activity	T042	C0234208
27355356	1650	1661	sensitivity	T042	C0234208
27355356	1666	1674	elevated	T080	C3163633
27355356	1678	1682	COPD	T047	C0024117
27355356	1706	1725	cardiovascular risk	T033	C1113685
27355356	1736	1738	CC	T025	C0008010
27355356	1739	1747	activity	T042	C0234208
27355356	1750	1761	sensitivity	T042	C0234208
27355356	1789	1800	potentiated	T080	C1704419
27355356	1801	1821	ventilatory response	T201	C1321070
27355356	1825	1833	exercise	T056	C0015259
