28062192|t|Direct effects of glucose, insulin, GLP-1, and GIP on bulbospinal neurons in the rostral ventrolateral medulla in neonatal wistar rats
28062192|a|Although patients with diabetes mellitus (DM) often exhibit hypertension, the mechanisms responsible for this correlation are not well known. We hypothesized that the bulbospinal neurons in the rostral ventrolateral medulla (RVLM) are affected by the levels of glucose, insulin, or incretins (glucagon like peptide-1 [GLP-1] or glucose-dependent insulinotropic peptide [GIP]) in patients with DM. To investigate whether RVLM neurons are activated by glucose, insulin, GLP-1, or GIP, we examined changes in the membrane potentials of bulbospinal RVLM neurons using whole-cell patch-clamp technique during superfusion with various levels of glucose or these hormones in neonatal Wistar rats. A brainstem - spinal cord preparation was used for the experiments. A low level of glucose stimulated bulbospinal RVLM neurons. During insulin superfusion, almost all the RVLM neurons were depolarized, while during GLP-1 or GIP superfusion, almost all the RVLM neurons were hyperpolarized. Next, histological examinations were performed to examine transporters for glucose and receptors for insulin, GLP-1, and GIP on RVLM neurons. Low - level glucose - depolarized RVLM neurons exhibited the presence of glucose transporter 3 (GLUT3). Meanwhile, insulin - depolarized, GLP-1 - hyperpolarized, and GIP - hyperpolarized RVLM neurons showed each of the respective specific receptor. These results indicate that a low level of glucose stimulates bulbospinal RVLM neurons via specific transporters on these neurons, inducing hypertension. Furthermore, an increase in insulin or a reduction in incretins may also activate the sympathetic nervous system and induce hypertension by activating RVLM neurons via their own receptors.
28062192	7	17	effects of	T080	C1704420
28062192	18	25	glucose	T109,T121,T123	C0017725
28062192	27	34	insulin	T116,T121,T125	C0021641
28062192	36	41	GLP-1	T116	C0061355
28062192	47	50	GIP	T116,T121,T125	C0017132
28062192	54	65	bulbospinal	T029	C0005898
28062192	66	73	neurons	T025	C0027882
28062192	81	110	rostral ventrolateral medulla	T023	C2328883
28062192	114	122	neonatal	T100	C0021289
28062192	123	134	wistar rats	T015	C0034716
28062192	144	152	patients	T101	C0030705
28062192	158	175	diabetes mellitus	T047	C0011849
28062192	177	179	DM	T047	C0011849
28062192	195	207	hypertension	T047	C0020538
28062192	213	223	mechanisms	T169	C0441712
28062192	245	256	correlation	T080	C1707520
28062192	302	313	bulbospinal	T029	C0005898
28062192	314	321	neurons	T025	C0027882
28062192	329	358	rostral ventrolateral medulla	T023	C2328883
28062192	360	364	RVLM	T023	C2328883
28062192	370	378	affected	T169	C0392760
28062192	386	392	levels	T080	C0441889
28062192	396	403	glucose	T109,T121,T123	C0017725
28062192	405	412	insulin	T116,T121,T125	C0021641
28062192	417	426	incretins	T116,T121,T125	C1562292
28062192	428	451	glucagon like peptide-1	T116	C0061355
28062192	453	458	GLP-1	T116	C0061355
28062192	463	503	glucose-dependent insulinotropic peptide	T116,T121,T125	C0017132
28062192	505	508	GIP	T116,T121,T125	C0017132
28062192	514	522	patients	T101	C0030705
28062192	528	530	DM	T047	C0011849
28062192	535	546	investigate	T169	C1292732
28062192	555	559	RVLM	T023	C2328883
28062192	560	567	neurons	T025	C0027882
28062192	572	581	activated	T052	C1879547
28062192	585	592	glucose	T109,T121,T123	C0017725
28062192	594	601	insulin	T116,T121,T125	C0021641
28062192	603	608	GLP-1	T116	C0061355
28062192	613	616	GIP	T116,T121,T125	C0017132
28062192	630	637	changes	T169	C0392747
28062192	645	664	membrane potentials	T043	C0025251
28062192	668	679	bulbospinal	T029	C0005898
28062192	680	684	RVLM	T023	C2328883
28062192	685	692	neurons	T025	C0027882
28062192	699	709	whole-cell	T025	C0007634
28062192	710	731	patch-clamp technique	T062	C0242625
28062192	739	750	superfusion	T067	C1254366
28062192	764	770	levels	T080	C0441889
28062192	774	781	glucose	T109,T121,T123	C0017725
28062192	791	799	hormones	T125	C0019932
28062192	803	811	neonatal	T100	C0021289
28062192	812	823	Wistar rats	T015	C0034716
28062192	827	836	brainstem	T023	C0006121
28062192	839	850	spinal cord	T023	C0037925
28062192	851	862	preparation	T052	C1521827
28062192	880	891	experiments	T062	C0681814
28062192	895	898	low	T080	C0205251
28062192	899	904	level	T080	C0441889
28062192	908	915	glucose	T109,T121,T123	C0017725
28062192	927	938	bulbospinal	T029	C0005898
28062192	939	943	RVLM	T023	C2328883
28062192	944	951	neurons	T025	C0027882
28062192	960	967	insulin	T116,T121,T125	C0021641
28062192	968	979	superfusion	T067	C1254366
28062192	996	1000	RVLM	T023	C2328883
28062192	1001	1008	neurons	T025	C0027882
28062192	1014	1025	depolarized	T043	C0234081
28062192	1040	1045	GLP-1	T116	C0061355
28062192	1049	1052	GIP	T116,T121,T125	C0017132
28062192	1053	1064	superfusion	T067	C1254366
28062192	1081	1085	RVLM	T023	C2328883
28062192	1086	1093	neurons	T025	C0027882
28062192	1099	1113	hyperpolarized	T043	C0522208
28062192	1121	1146	histological examinations	T059	C0019637
28062192	1173	1197	transporters for glucose	T116,T123	C0017742
28062192	1202	1211	receptors	T116,T192	C0597357
28062192	1216	1223	insulin	T116,T121,T125	C0021641
28062192	1225	1230	GLP-1	T116	C0061355
28062192	1236	1239	GIP	T116,T121,T125	C0017132
28062192	1243	1247	RVLM	T023	C2328883
28062192	1248	1255	neurons	T025	C0027882
28062192	1257	1260	Low	T080	C0205251
28062192	1263	1268	level	T080	C0441889
28062192	1269	1276	glucose	T109,T121,T123	C0017725
28062192	1279	1290	depolarized	T043	C0234081
28062192	1291	1295	RVLM	T023	C2328883
28062192	1296	1303	neurons	T025	C0027882
28062192	1318	1326	presence	T080	C3854307
28062192	1330	1351	glucose transporter 3	T116,T123	C0119484
28062192	1353	1358	GLUT3	T116,T123	C0119484
28062192	1372	1379	insulin	T116,T121,T125	C0021641
28062192	1382	1393	depolarized	T043	C0234081
28062192	1395	1400	GLP-1	T116	C0061355
28062192	1403	1417	hyperpolarized	T043	C0522208
28062192	1423	1426	GIP	T116,T121,T125	C0017132
28062192	1429	1443	hyperpolarized	T043	C0522208
28062192	1444	1448	RVLM	T023	C2328883
28062192	1449	1456	neurons	T025	C0027882
28062192	1487	1495	specific	T080	C0205369
28062192	1496	1504	receptor	T116,T192	C0597357
28062192	1536	1539	low	T080	C0205251
28062192	1540	1545	level	T080	C0441889
28062192	1549	1556	glucose	T109,T121,T123	C0017725
28062192	1557	1567	stimulates	T070	C1948023
28062192	1568	1579	bulbospinal	T029	C0005898
28062192	1580	1584	RVLM	T023	C2328883
28062192	1585	1592	neurons	T025	C0027882
28062192	1597	1605	specific	T080	C0205369
28062192	1606	1618	transporters	T116,T123	C0017742
28062192	1628	1635	neurons	T025	C0027882
28062192	1637	1645	inducing	T169	C0205263
28062192	1646	1658	hypertension	T047	C0020538
28062192	1676	1684	increase	T169	C0442805
28062192	1688	1695	insulin	T116,T121,T125	C0021641
28062192	1701	1710	reduction	T080	C0392756
28062192	1714	1723	incretins	T116,T121,T125	C1562292
28062192	1733	1741	activate	T052	C1879547
28062192	1746	1772	sympathetic nervous system	T022	C0039044
28062192	1777	1783	induce	T169	C0205263
28062192	1784	1796	hypertension	T047	C0020538
28062192	1800	1810	activating	T052	C1879547
28062192	1811	1815	RVLM	T023	C2328883
28062192	1816	1823	neurons	T025	C0027882
28062192	1838	1847	receptors	T116,T192	C0597357
