27330692|t|Evaluation of the Effects of Intravenous and Percutaneous Low Level Laser Therapy in the Management of Shoulder Myofascial Pain Syndrome
27330692|a|Myofascial pain syndrome (MPS) treatment is challenging with a high recurrence rate and still lacks a clear treatment frame. Therefore research on new, more efficient and long lasting effect treatment modalities is necessary. This study looked at the effects of intravenous laser therapy (IVL) and percutaneous low level laser (PLLL) in the management of shoulder MPS. In this randomized controlled trial, 30 patients fulfilling inclusion criteria were randomly equally allocated to 3 groups, control, IVL and PLLL. Control group received 12 sessions of placebo low level laser, IVL group received 12 sessions of IVL therapy, and PLLL group received 12 sessions of PLLL therapy. All patients were trained for better body posture, body mechanics, gentle massage of trigger points, stretching exercises of affected muscle (trapezius), and received 10 mg of oral nortriptyline regimen every night for 3 months. Outcomes included pain severity, functional disability, and quality of life. Patients were assessed using Numeric Rating Scale (NRS), Pain Disability Index (PDI), and Short Form Health Survey (SF-12). Data collected were analyzed using analysis of variance (ANOVA), Mann-Whitney and t tests. The mean of PDI and maximum pain intensity during day and night significantly reduced in both PLLL and IVL groups compared to control group. Although pain severity and PDI reduction was more pronounced in IVL group compared to PLLL group, the differences were not statistically significant. Also, quality of life statistically significantly improved in both IVL and PLLL groups compared to control group was more, and although higher in IVL group, the difference was not statistically significant when compared to PLLL group. No side effects were observed in the intervention groups. Intravenous laser and PLLL therapy had a positive effect on pain severity and PDI reduction, and quality of life in this study. Also no adverse event was recorded. Thus, intravenous lasers and PLLL therapy seem to be effective complementary modalities in managing patients with shoulder MPS.
27330692	0	10	Evaluation	T058	C0220825
27330692	18	28	Effects of	T080	C1704420
27330692	29	40	Intravenous	T082	C0348016
27330692	45	57	Percutaneous	T082	C0522523
27330692	58	81	Low Level Laser Therapy	T061	C0279027
27330692	89	99	Management	T061	C0002766
27330692	103	111	Shoulder	T029	C0037004
27330692	112	136	Myofascial Pain Syndrome	T047	C0027073
27330692	137	161	Myofascial pain syndrome	T047	C0027073
27330692	163	166	MPS	T047	C0027073
27330692	168	177	treatment	T061	C0087111
27330692	245	260	treatment frame	T061	C0087111
27330692	294	303	efficient	T080	C0442799
27330692	328	337	treatment	T061	C0087111
27330692	338	348	modalities	T078	C0695347
27330692	388	398	effects of	T080	C1704420
27330692	399	410	intravenous	T082	C0348016
27330692	411	424	laser therapy	T061	C1955835
27330692	426	429	IVL	T061	C1955835
27330692	435	447	percutaneous	T082	C0522523
27330692	448	463	low level laser	T061	C0279027
27330692	465	469	PLLL	T061	C0279027
27330692	478	488	management	T061	C0002766
27330692	492	500	shoulder	T029	C0037004
27330692	501	504	MPS	T047	C0027073
27330692	514	541	randomized controlled trial	T062	C0206035
27330692	546	554	patients	T101	C0030705
27330692	566	584	inclusion criteria	T080	C1512693
27330692	630	637	control	T096	C0009932
27330692	639	642	IVL	T098	C1257890
27330692	647	651	PLLL	T098	C1257890
27330692	653	666	Control group	T096	C0009932
27330692	691	698	placebo	T062	C1706408
27330692	699	714	low level laser	T061	C0279027
27330692	716	725	IVL group	T098	C1257890
27330692	750	761	IVL therapy	T061	C1955835
27330692	767	777	PLLL group	T098	C1257890
