28399833|t|A comparison of DALYs for periodontal disease in China between 1990 and 2013: insights from the 2013 global burden of disease study
28399833|a|China has undergone a rapid demographic and epidemiological transition with fast ecomonic development since the 1980s. Oral health is becoming a major public health problem as the prevalence of non-communicable diseases has greatly increased. Periodontal disease (PD) and caries are among the most prevalent oral diseases. PD accounts for the majority of tooth loss and increases with age. China's third national epidemiological investigation on oral diseases (2005) revealed that periodontitis affected >50% of the adult population. The Global Burden of Disease Study 2013 (GBD 2013) have been used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for 1990-2013. The estimation of burden of PD between 1990 and 2013 will provide a unique perspective for planning interventions and developing public health policies for PD even chronic diseases in China. We used the GBD 2013 results for Years of Life Lost (YLLs) and Years Lived with Disability (YLDs) to calculate Disability Adjusted Life Years (DALYs) for PD in China. PD standardized DALYs rate (SDR) per 100,000 persons, the percentage of PD standardized DALYs rate (% PD SDR) in all diseases DALYs, and variance ratio of these two indexes between the years of 1990 and 2013 were compared by province, gender and age groups. Nationwide, compared to 1990, the SDR in 2013 increased slightly from 24.7 to 25.7, while the variance ratio of SDR for provinces in the middle, west and south of China showed a greater variation(4.8-6.2%). The % PD SDR in all disease DALYs increased from 0.06 to 0.11% for all groups. The four highest variance ratios % PD SDR in all diseases DALYs between 1990 and 2013 occurred in the west of China (97, 98.6, 108.4 and 112.8%). The PD SDR changed slightly in the women (20.3 to 21.7), meanwhile the variance ratio of PD SDR and % PD SDR in all diseases DALYs for the women (6.7 and 94.5%) was also higher than for men (2.1 and 60.6%). The highest variance ratio % PD SDR in all oral diseases DALYs occurred between 1990 and 2013 in ages 20 to 24 (50.7%) and 25 to 29 years (50.5%). The PD standardized DALYs rate and % PD SDR in all diseases DALYs in China in 2013 has increased from 1990. Especially, the variance ratio of % PD SDR in all disease DALYs among Young population and women, in the west provinces of China have been becoming the highest in all age groups and national wide. Future intervention measurements should include young women of child-bearing age because women's health impacts infant health. Periodontal disease has risk factors in common with a number of other non-communicable diseases (NCD) and conditions, and focusing on the common behavioral and environmental risk factors would be instrumental in the effective prevention of periodontal disease.
28399833	2	12	comparison	T052	C1707455
28399833	16	21	DALYs	UnknownType	C4300518
28399833	26	45	periodontal disease	T047	C0031090
28399833	49	54	China	T083	C0008115
28399833	101	131	global burden of disease study	T170	C4277729
28399833	132	137	China	T083	C0008115
28399833	160	171	demographic	T081	C0011297
28399833	176	202	epidemiological transition	T068	C0376627
28399833	213	233	ecomonic development	T081	C0013552
28399833	251	262	Oral health	T058	C0029162
28399833	283	289	public	T092	C0678367
28399833	290	304	health problem	T033	C1398682
28399833	312	322	prevalence	T081	C0220900
28399833	326	351	non-communicable diseases	T047	C0012634
28399833	375	394	Periodontal disease	T047	C0031090
28399833	396	398	PD	T047	C0031090
28399833	404	410	caries	T047	C0011334
28399833	425	439	most prevalent	T081	C0220900
28399833	440	453	oral diseases	T047	C0026636
28399833	455	457	PD	T047	C0031090
28399833	487	497	tooth loss	T020	C0080233
28399833	502	511	increases	T169	C0442805
28399833	517	520	age	T032	C0001779
28399833	522	529	China's	T083	C0008115
28399833	536	574	national epidemiological investigation	T062	C0002783
28399833	578	591	oral diseases	T047	C0026636
28399833	613	626	periodontitis	T047	C0031099
28399833	648	653	adult	T100	C0001675
28399833	654	664	population	T098	C1257890
28399833	670	700	Global Burden of Disease Study	T170	C4277729
28399833	707	710	GBD	T170	C4277729
28399833	744	749	DALYs	UnknownType	C4300518
28399833	758	763	acute	T047	C0001314
28399833	768	784	chronic diseases	T047	C0008679
28399833	789	797	injuries	T037	C0178314
28399833	805	814	countries	T083	C0454664
28399833	848	854	burden	T170	C4277729
28399833	858	860	PD	T047	C0031090
28399833	921	943	planning interventions	T061	C0841855
28399833	959	981	public health policies	T064,T170	C0680811
28399833	986	988	PD	T047	C0031090
28399833	994	1010	chronic diseases	T047	C0008679
28399833	1014	1019	China	T083	C0008115
28399833	1033	1036	GBD	T170	C4277729
28399833	1054	1072	Years of Life Lost	T081	C2713320
28399833	1074	1078	YLLs	T081	C2713320
28399833	1084	1111	Years Lived with Disability	T081	C0392762
28399833	1113	1117	YLDs	T081	C0392762
28399833	1132	1162	Disability Adjusted Life Years	UnknownType	C4300518
28399833	1164	1169	DALYs	UnknownType	C4300518
28399833	1175	1177	PD	T047	C0031090
28399833	1181	1186	China	T083	C0008115
28399833	1188	1190	PD	T047	C0031090
28399833	1191	1214	standardized DALYs rate	T033	C0243095
28399833	1216	1219	SDR	T033	C0243095
28399833	1233	1240	persons	T098	C0027361
28399833	1246	1286	percentage of PD standardized DALYs rate	T033	C0243095
28399833	1288	1296	% PD SDR	T033	C0243095
28399833	1305	1313	diseases	T047	C0012634
28399833	1314	1319	DALYs	UnknownType	C4300518
28399833	1325	1339	variance ratio	T170	C3858744
28399833	1373	1378	years	T079	C0439234
28399833	1413	1421	province	T083	C1514578
28399833	1423	1429	gender	T032	C0079399
28399833	1434	1444	age groups	T100	C0027362
28399833	1480	1483	SDR	T033	C0243095
28399833	1492	1501	increased	T081	C0205217
28399833	1540	1554	variance ratio	T170	C3858744
28399833	1558	1561	SDR	T033	C0243095
28399833	1566	1575	provinces	T083	C1514578
28399833	1583	1614	middle, west and south of China	T083	C0008115
28399833	1657	1665	% PD SDR	T033	C0243095
28399833	1681	1686	DALYs	UnknownType	C4300518
